cfg_id,phase,symbol,return_pct,pf,dd,calmar,trades,hit,halted,params
19,train,XRP/USD,65.74,1.262,-34.95,10.443,462,82.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
20,train,SOL/USD,171.24,1.842,-15.11,131.024,549,97.3,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
20,train,ETH/USD,188.62,2.183,-12.14,198.815,489,96.1,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
20,train,AVAX/USD,186.77,2.282,-25.46,92.848,528,97.0,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
20,train,LINK/USD,155.04,1.939,-21.47,75.668,508,97.0,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
20,train,XRP/USD,141.43,1.714,-25.72,52.884,507,96.1,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
21,train,SOL/USD,167.87,1.829,-15.11,125.894,550,97.1,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
21,train,ETH/USD,182.13,2.152,-12.14,184.971,490,95.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
21,train,AVAX/USD,179.41,2.239,-25.46,85.491,529,96.8,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
21,train,LINK/USD,149.47,1.913,-21.41,70.667,509,96.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
21,train,XRP/USD,138.45,1.703,-25.72,50.78,508,95.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
22,train,SOL/USD,246.02,2.381,-15.48,275.293,455,84.4,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
22,train,ETH/USD,208.44,2.219,-13.47,220.818,393,85.2,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
22,train,AVAX/USD,235.13,2.844,-21.42,180.126,423,85.3,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
22,train,LINK/USD,213.51,2.281,-17.63,177.582,406,83.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
22,train,XRP/USD,126.42,1.591,-26.52,41.508,417,82.0,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
23,train,SOL/USD,241.94,2.359,-15.68,261.942,456,84.2,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
23,train,ETH/USD,201.26,2.184,-13.51,204.477,394,85.0,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
23,train,AVAX/USD,226.86,2.782,-21.42,166.588,424,85.1,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
23,train,LINK/USD,207.12,2.245,-17.63,166.456,407,83.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
23,train,XRP/USD,123.63,1.581,-26.52,39.834,418,81.8,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
24,train,SOL/USD,94.22,1.419,-27.06,24.137,592,96.3,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
24,train,ETH/USD,159.87,1.946,-16.02,107.77,538,95.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
24,train,AVAX/USD,147.88,1.857,-40.89,36.242,584,96.4,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
24,train,LINK/USD,124.21,1.685,-25.58,41.656,553,96.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
24,train,XRP/USD,72.75,1.317,-30.66,13.941,553,94.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
25,train,SOL/USD,-13.31,0.057,-13.36,-2.636,8,75.0,True,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
25,train,ETH/USD,154.93,1.923,-16.02,101.31,539,95.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
25,train,AVAX/USD,141.9,1.83,-40.89,33.471,585,96.2,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
25,train,LINK/USD,118.52,1.66,-25.54,38.287,554,96.6,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
25,train,XRP/USD,70.16,1.308,-30.66,13.17,554,94.8,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
26,train,SOL/USD,-12.98,0.081,-13.72,-2.514,7,71.4,True,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
26,train,ETH/USD,182.42,2.004,-15.62,144.161,424,84.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
26,train,AVAX/USD,186.46,2.157,-44.59,52.843,475,85.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
26,train,LINK/USD,187.97,2.026,-18.88,126.918,450,84.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
26,train,XRP/USD,65.53,1.258,-34.95,10.391,461,82.6,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
27,train,SOL/USD,-14.26,0.075,-14.26,-2.621,8,62.5,True,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
27,train,ETH/USD,176.96,1.982,-15.62,135.475,425,84.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
27,train,AVAX/USD,179.51,2.123,-44.59,48.874,476,85.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
27,train,LINK/USD,180.36,1.993,-18.88,116.578,451,84.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
27,train,XRP/USD,62.41,1.249,-34.95,9.645,462,82.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
28,train,SOL/USD,171.24,1.842,-15.11,131.024,549,97.3,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
28,train,ETH/USD,188.62,2.183,-12.14,198.815,489,96.1,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
28,train,AVAX/USD,186.77,2.282,-25.46,92.848,528,97.0,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
28,train,LINK/USD,154.92,1.939,-21.47,75.559,508,97.0,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
28,train,XRP/USD,136.11,1.675,-25.72,49.162,507,96.1,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
29,train,SOL/USD,167.87,1.829,-15.11,125.894,550,97.1,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
29,train,ETH/USD,182.13,2.152,-12.14,184.971,490,95.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
29,train,AVAX/USD,179.41,2.239,-25.46,85.491,529,96.8,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
29,train,LINK/USD,149.36,1.912,-21.41,70.564,509,96.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
29,train,XRP/USD,133.2,1.664,-25.72,47.196,508,95.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
30,train,SOL/USD,245.62,2.376,-15.48,274.322,454,84.6,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
30,train,ETH/USD,208.44,2.219,-13.47,220.818,393,85.2,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
30,train,AVAX/USD,233.9,2.828,-21.88,174.304,423,85.3,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
30,train,LINK/USD,213.51,2.281,-17.63,177.582,406,83.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
30,train,XRP/USD,122.8,1.57,-26.52,39.345,417,82.0,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
31,train,SOL/USD,241.55,2.354,-15.68,261.007,455,84.4,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
31,train,ETH/USD,201.26,2.184,-13.51,204.477,394,85.0,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
31,train,AVAX/USD,225.61,2.767,-21.88,161.136,424,85.1,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
31,train,LINK/USD,207.12,2.245,-17.63,166.456,407,83.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
31,train,XRP/USD,120.06,1.56,-26.52,37.751,418,81.8,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.0, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
32,train,SOL/USD,95.75,1.434,-33.6,19.98,599,96.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
32,train,ETH/USD,166.83,2.096,-17.11,109.809,542,96.1,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
32,train,AVAX/USD,146.75,1.8,-40.82,35.766,586,96.8,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
32,train,LINK/USD,143.73,1.801,-31.14,45.04,565,97.2,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
32,train,XRP/USD,66.08,1.288,-33.02,11.14,553,94.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
33,train,SOL/USD,-13.31,0.057,-13.36,-2.636,8,75.0,True,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
33,train,ETH/USD,161.62,2.068,-17.12,103.011,543,95.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
33,train,AVAX/USD,140.81,1.775,-40.82,33.036,587,96.6,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
33,train,LINK/USD,137.5,1.773,-31.14,41.386,566,97.0,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
33,train,XRP/USD,63.69,1.278,-33.02,10.529,554,94.8,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
34,train,SOL/USD,-12.98,0.081,-13.72,-2.514,7,71.4,True,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
34,train,ETH/USD,178.47,2.031,-16.25,132.561,426,84.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
34,train,AVAX/USD,178.44,2.025,-48.85,44.067,476,85.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
34,train,LINK/USD,207.62,2.161,-18.46,159.861,458,85.4,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
34,train,XRP/USD,57.1,1.223,-37.73,7.82,462,82.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
35,train,SOL/USD,-14.26,0.075,-14.26,-2.621,8,62.5,True,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
35,train,ETH/USD,173.03,2.007,-16.25,124.483,427,84.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
35,train,AVAX/USD,171.79,1.995,-48.85,40.797,477,85.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
35,train,LINK/USD,199.21,2.117,-18.46,146.487,459,85.2,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
35,train,XRP/USD,54.12,1.214,-37.73,7.227,463,82.3,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
36,train,SOL/USD,166.25,1.828,-16.52,112.925,553,97.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
36,train,ETH/USD,205.31,2.474,-13.04,220.902,493,96.6,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
36,train,AVAX/USD,185.85,2.183,-27.07,86.456,530,97.2,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
36,train,LINK/USD,182.14,2.103,-24.05,93.34,516,97.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
36,train,XRP/USD,133.08,1.659,-27.87,43.482,508,95.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
37,train,SOL/USD,162.91,1.814,-16.51,108.521,554,97.3,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
37,train,ETH/USD,198.18,2.428,-13.04,205.04,494,96.4,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
37,train,AVAX/USD,178.46,2.146,-27.07,79.55,531,97.0,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
37,train,LINK/USD,175.57,2.065,-24.05,86.605,517,97.3,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
37,train,XRP/USD,130.2,1.649,-27.87,41.733,509,95.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
38,train,SOL/USD,241.19,2.367,-15.17,268.888,456,84.6,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
38,train,ETH/USD,213.09,2.31,-15.16,205.661,395,85.3,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
