cfg_id,phase,symbol,return_pct,pf,dd,calmar,trades,hit,halted,params
38,train,AVAX/USD,238.52,2.743,-23.08,172.5,425,85.6,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
38,train,LINK/USD,238.85,2.508,-17.23,231.743,411,84.4,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
38,train,XRP/USD,116.42,1.533,-28.77,32.906,418,81.8,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
39,train,SOL/USD,237.27,2.351,-15.17,259.356,457,84.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
39,train,ETH/USD,205.89,2.274,-15.21,190.627,396,85.1,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
39,train,AVAX/USD,230.59,2.693,-23.08,160.195,426,85.4,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
39,train,LINK/USD,232.5,2.462,-17.23,218.461,412,84.2,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
39,train,XRP/USD,113.75,1.524,-28.77,31.56,419,81.6,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
40,train,SOL/USD,95.75,1.434,-33.6,19.98,599,96.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
40,train,ETH/USD,166.83,2.096,-17.11,109.809,542,96.1,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
40,train,AVAX/USD,146.75,1.8,-40.82,35.766,586,96.8,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
40,train,LINK/USD,143.62,1.801,-31.14,44.974,565,97.2,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
40,train,XRP/USD,61.81,1.265,-33.02,10.061,553,94.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
41,train,SOL/USD,-13.31,0.057,-13.36,-2.636,8,75.0,True,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
41,train,ETH/USD,161.62,2.068,-17.12,103.011,543,95.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
41,train,AVAX/USD,140.81,1.775,-40.82,33.036,587,96.6,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
41,train,LINK/USD,137.39,1.772,-31.14,41.324,566,97.0,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
41,train,XRP/USD,59.48,1.257,-33.02,9.496,554,94.8,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
42,train,SOL/USD,-12.98,0.081,-13.72,-2.514,7,71.4,True,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
42,train,ETH/USD,178.47,2.031,-16.25,132.561,426,84.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
42,train,AVAX/USD,177.33,2.014,-49.32,43.097,476,85.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
42,train,LINK/USD,207.62,2.161,-18.46,159.861,458,85.4,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
42,train,XRP/USD,54.15,1.211,-37.78,7.224,462,82.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
43,train,SOL/USD,-14.26,0.075,-14.26,-2.621,8,62.5,True,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
43,train,ETH/USD,173.03,2.007,-16.25,124.483,427,84.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
43,train,AVAX/USD,170.7,1.985,-49.32,39.897,477,85.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
43,train,LINK/USD,199.21,2.117,-18.46,146.487,459,85.2,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
43,train,XRP/USD,51.51,1.203,-37.78,6.719,463,82.3,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
44,train,SOL/USD,166.25,1.828,-16.52,112.925,553,97.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
44,train,ETH/USD,205.31,2.474,-13.04,220.902,493,96.6,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
44,train,AVAX/USD,185.85,2.183,-27.07,86.456,530,97.2,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
44,train,LINK/USD,182.0,2.102,-24.05,93.195,516,97.5,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
44,train,XRP/USD,127.18,1.618,-27.82,40.021,508,95.9,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
45,train,SOL/USD,162.91,1.814,-16.51,108.521,554,97.3,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
45,train,ETH/USD,198.18,2.428,-13.04,205.04,494,96.4,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
45,train,AVAX/USD,178.46,2.146,-27.07,79.55,531,97.0,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
45,train,LINK/USD,175.44,2.064,-24.05,86.47,517,97.3,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
45,train,XRP/USD,124.37,1.607,-27.82,38.4,509,95.7,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
46,train,SOL/USD,240.8,2.362,-15.17,267.925,455,84.8,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
46,train,ETH/USD,213.09,2.31,-15.16,205.661,395,85.3,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
46,train,AVAX/USD,237.22,2.729,-23.54,167.094,425,85.6,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
46,train,LINK/USD,238.85,2.508,-17.23,231.743,411,84.4,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
46,train,XRP/USD,112.87,1.513,-28.77,31.119,418,81.8,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
47,train,SOL/USD,236.87,2.346,-15.17,258.416,456,84.6,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
47,train,ETH/USD,205.89,2.274,-15.21,190.627,396,85.1,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
47,train,AVAX/USD,229.06,2.676,-23.54,154.793,426,85.4,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
47,train,LINK/USD,232.5,2.462,-17.23,218.461,412,84.2,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
47,train,XRP/USD,110.24,1.504,-28.77,29.839,419,81.6,False,"{""sl_mode"": ""floor"", ""floor_sl_atr_mult"": 1.5, ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
6,test,SOL/USD,53.62,2.537,-5.66,199.598,168,73.2,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
6,test,ETH/USD,20.5,1.573,-11.08,17.806,133,63.9,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
6,test,AVAX/USD,39.69,2.007,-6.95,87.081,169,67.5,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
6,test,LINK/USD,36.31,1.616,-5.41,94.506,200,68.0,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
6,test,XRP/USD,30.88,1.682,-8.66,44.081,150,70.0,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
14,test,SOL/USD,52.92,2.487,-5.66,193.874,168,73.2,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
14,test,ETH/USD,18.2,1.479,-11.08,14.948,131,64.9,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
14,test,AVAX/USD,39.43,1.994,-6.98,85.663,168,67.9,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
14,test,LINK/USD,35.44,1.596,-5.41,90.382,200,68.0,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
14,test,XRP/USD,30.26,1.66,-9.08,40.624,150,70.0,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": false, ""leverage"": 3.0}"
7,test,SOL/USD,52.0,2.467,-5.66,186.481,169,72.8,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
7,test,ETH/USD,22.78,1.605,-11.08,20.912,135,63.7,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
7,test,AVAX/USD,40.45,1.985,-6.95,90.355,171,67.3,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
7,test,LINK/USD,38.53,1.63,-5.41,105.686,202,67.8,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
7,test,XRP/USD,30.91,1.666,-8.66,44.178,152,69.7,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
15,test,SOL/USD,51.31,2.419,-5.66,181.103,169,72.8,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
15,test,ETH/USD,20.44,1.512,-11.08,17.723,133,64.7,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
15,test,AVAX/USD,40.19,1.972,-6.98,88.89,170,67.6,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
15,test,LINK/USD,37.66,1.609,-5.72,95.727,202,67.8,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
15,test,XRP/USD,30.3,1.645,-9.08,40.712,152,69.7,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.01, ""directional_enabled"": true, ""leverage"": 3.0}"
4,test,SOL/USD,55.1,2.899,-3.99,300.475,202,80.7,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
4,test,ETH/USD,17.69,1.556,-7.57,20.995,163,74.2,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
4,test,AVAX/USD,39.66,2.218,-5.16,117.253,198,75.8,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
4,test,LINK/USD,40.2,1.69,-7.11,87.195,258,78.7,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
4,test,XRP/USD,24.26,1.542,-8.55,29.903,200,74.0,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
12,test,SOL/USD,54.67,2.866,-3.99,295.201,200,82.0,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
12,test,ETH/USD,15.87,1.475,-7.58,17.997,161,75.2,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
12,test,AVAX/USD,39.7,2.203,-5.18,116.996,198,76.8,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
12,test,LINK/USD,42.88,1.749,-7.49,94.11,256,80.1,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
12,test,XRP/USD,22.91,1.5,-8.56,27.305,199,74.4,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
5,test,SOL/USD,53.58,2.804,-3.99,282.483,203,80.3,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
5,test,ETH/USD,20.0,1.594,-7.57,25.121,164,74.4,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
5,test,AVAX/USD,40.48,2.184,-5.16,121.991,199,75.9,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
5,test,LINK/USD,42.14,1.698,-7.11,95.694,259,78.8,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
5,test,XRP/USD,24.27,1.53,-8.55,29.936,202,73.8,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
13,test,SOL/USD,53.22,2.773,-4.02,276.248,201,81.6,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
13,test,ETH/USD,18.15,1.513,-7.58,21.759,162,75.3,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
13,test,AVAX/USD,40.49,2.168,-5.18,121.524,200,76.5,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
13,test,LINK/USD,44.86,1.755,-7.49,103.116,258,79.8,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
13,test,XRP/USD,22.92,1.489,-8.56,27.337,201,74.1,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": true, ""min_step_pct"": 0.0, ""directional_enabled"": true, ""leverage"": 3.0}"
0,test,SOL/USD,49.68,2.393,-4.61,207.231,226,77.9,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
0,test,ETH/USD,12.4,1.324,-8.04,12.19,187,72.2,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
0,test,AVAX/USD,34.89,1.91,-5.29,89.764,213,73.7,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
0,test,LINK/USD,30.94,1.467,-8.89,43.075,276,75.7,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
0,test,XRP/USD,9.09,1.155,-14.39,4.605,215,69.3,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 0, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
8,test,SOL/USD,49.28,2.371,-4.61,203.621,224,79.0,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
8,test,ETH/USD,10.52,1.264,-8.04,9.867,185,73.0,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
8,test,AVAX/USD,35.37,1.915,-5.31,91.696,214,75.2,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
8,test,LINK/USD,33.33,1.508,-9.3,46.992,274,77.0,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
8,test,XRP/USD,7.87,1.132,-14.91,3.737,214,69.6,False,"{""sl_mode"": ""per_position"", ""momentum_hold_max"": 2, ""trend_filter_enabled"": false, ""min_step_pct"": 0.0, ""directional_enabled"": false, ""leverage"": 3.0}"
